index,id,text,text_swap_words,text_remove_spacing,text_letter_to_symbol,text_swap_letters,text_insert_punctuation,text_insert_duplicate_characters,text_delete_characters,text_change_case
63,1488300435974754308,"Hey Elon, how about creating a tesla that people with walking disabilities can use? Like something with a hand brake and hand accelerator?

I have peripheral neurolopathy and it would be great to drive an electric car like a tesla! @elonmusk 
#DisabilityTwitter #ElectricVehicles","Hey Elon, how about creating a tesla that people with walking disabilities can use? Like something with hand a brake and hand accelerator? I have peripheral neurolopathy and it would be great to drive an electric car like a tesla! @elonmusk #DisabilityTwitter #ElectricVehicles","Hey-Elon,`how about creating a tesla,that people`with walking disabilities`can use? Like*something-with,a*hand`brake and`hand accelerator?

I*have`peripheral neurolopathy and-it.would be great`to drive an.electric car like a-tesla! @elonmusk 
#DisabilityTwitter #ElectricVehicles",Hey eIon how about creating a Te$|A that people with w@LkInG disabilities can use Like something with a hand brake and hand accelerator? I have peripheral neurolopathy and it would be great to drive an electric car like a 7{5L@ @elonmusk #DisabilityTwitter #ElectricVehicles,Hey Eoln how about creating a tesla that popele with walking disabilities can use Like something with a hand brkae and hnad accelerator? I have preiphreal neurolopathy and it would be great to drive an electric car like a tesla! @elonmusk #DisabilityTwitter #ElectricVehicles,Hey Elo]{n how about creating a ]te!sla that people with w?alkin/g !disab.ilities can use? Like something with a hand brake and hand accelerator? I have peripheral neurolopathy and it would be great to drive an electric car like a te(sl@a @elonmusk #DisabilityTwitter #ElectricVehicles,Hey Elonnn how about creating a tesla that ppeopple with walking disabilities can use? Like something with a hand brrakke and hand accelerator? I hhavee peripheerall neuroloopathhy and it would bbbe great to drive an electric car like a tesla! @elonmusk #DisabilityTwitter #ElectricVehicles,Hey Eln how about creating a tesla that people with wlkng disabilities can use? Like something with a hand brake and hnd accelerator? I hae priphral neurolopathy and it would be great to drve an electric car like a tesla! @elonmusk #DisabilityTwitter #ElectricVehicles,Hey eLON how about creatiNg a tesla that people with WALkiNg disabilities can usE Like something with a hand brake and HAND accelerator? I have peripheral neurolopathy and it would be great to drive an electric car like a tesla! @ #DisabilityTwitter #ElectricVehicles
64,1488300418681786374,The metaverse just looks ugly. Like if this is the future why does it look like something made in 2006,The metaverse just looks ugly. Like if this is future the why does it look like something made in 2006,"The-metaverse`just looks ugly. Like if,this is`the future why`does it look*like-something,made*in`2006",The metaverse just Iooks ugly. Like if this I$ the future why does it Io0k like something mAdE in 2006,The metaverse just lokos ugly. Like if this is the future why deos it look like something made in 2006,"The metaverse just loo]{ks ugly. Like if this is the ]fu!ture why does it l'""ook like someth.in!g made in 2006",The metaverse just lookkks ugly. Like if this is the future why ddoess it look like something made in 2006,The metaverse just loks ugly. Like if this is the future why does it lok like somehig made in 2006,The metaverse just lOOKS ugly. Like if this is the futUre why does it look like SoMETHING made in 2006
65,1488300416240656386,all i want is to be able to play minecraft on my macbook with my xbox controller.,all i want is to able be to play minecraft on my macbook with my xbox controller.,"all-i`want is to be able,to play`minecraft on my`macbook with my*xbox-controller.",all i wan7 is to 6E able to play minecraft on my macbook with my xbox c0ntrOL!{r,all i wnat is to be albe to play minecraft on my macbook with my xbox controller.,"all i wan]{t is to ]!be able to p'""lay minecr.af!t on my macbook with my xbox controller.",all i wanttt is to be aablee to play minecraft on my macbook with my xbox controller.,all i wat is to be able to ply minerat on my macbook with my xbox conrollr,all i WANT iS to be able to PLAY minecraft on my macboOk with my xbox controller.
66,1488300405670891523,"Has anyone figured out how to hack the Amazon Dash Wand? This this has a barcode reader, WiFi, and Bluetooth. Seems a shame to trash perfectly working hardware (more unnecessary #ewaste!) if it can be repurposed.","Has anyone figured out how to hack the Amazon Dash Wand? This this has a barcode reader, and WiFi, Bluetooth. Seems a shame to trash perfectly working hardware (more unnecessary #ewaste!) if it can be repurposed.","Has-anyone`figured out how to hack,the Amazon`Dash Wand? This`this has a*barcode-reader,,WiFi,*and`Bluetooth. Seems`a shame*to`trash perfectly working-hardware.(more unnecessary #ewaste!)`if it can.be repurposed.","Has any0nE F|gured out how to hack the amAz0n Dash Wand? This this h@S a barcode reader, WiFi, and Bluetooth. Seems a shame to trash perfectly working hardware (more unnecessary #ewaste!) if it can be rEpurpo${d","Has anonye figured out how to hack the Amzaon Dash Wand? This this has a barcode reader, WFii and Bluetotoh Seems a shame to trash perfectly wroikng hadrawre (more unnecessary #ewaste!) if it can be repurposed.","Has any]{one figured out how to ]ha!ck the Amazon D'""ash ]`Wand This this has a barcode reader, WiFi, and Bluetooth. Seems a shame to trash perfectly working hardware (more unnecessary #ewaste!) if it can be repu(`rposed","Has anyoonee figured out how to hack the Amazon DDassh Wand? This this has a barcccode reader, WWiiFi and BBluetootth Seemmss a shammee to trraash perfectly working hardware (more unnecessary #ewaste!) if it can be repurposed.","Has anoe figured out how to hack the Aazn Dash Wand? This this has a barcode reader, WFi and Bluetooth. Sems a same to trash perfectly wokng hardware (more unnecessary #ewaste!) if it can be repurposed.","Has AnyONE figureD out how to hack the Amazon Dash Wand? This this haS a barcode reader, wiFi and Bluetooth. Seems a SHAMe to trash perfectly working hardware (more unnecessary #ewaste!) if it can be repurposed."
67,1488300394073804808,"2022/02/01 08:57:01
Ping: 35.097 ms
Download: 48.84 Mbit/s
Upload: 68.63 Mbit/s
#RaspberryPi #speedtest No.6766 #JAIST #so-net",2022/02/01 08:57:01 Ping: 35.097 ms 48.84 Download: Mbit/s Upload: 68.63 Mbit/s #RaspberryPi #speedtest No.6766 #JAIST #so-net,"2022/02/01-08:57:01
Ping:`35.097 ms
Download: 48.84 Mbit/s
Upload: 68.63,Mbit/s
#RaspberryPi #speedtest`No.6766 #JAIST #so-net",2022/02/01 08:57:01 Ping: 35.097 ms Download: 48.84 MBlT/S Upload: 68.63 Mbit/s #RaspberryPi #speedtest No.6766 #JAIST #so-net,2022/02/01 08:5:071 Ping: 35.097 ms Dwonolad 48.84 Mbi/ts Upload: 68.63 Mbi/ts #RaspberryPi #speedtest No.6766 JIAST #so-net,"2022/02/01 08:57:0]{1 Ping: ]35!.097 ms Dow'n""load 48..8!4 Mbit/s Upload: 68.63 Mbit/s #RaspberryPi #speedtest No.6766 #JAIST #so-net",2022/02/01 08:57:0111 Ping: 35.097 mmss Download: 48.84 Mbit/s Upload: 68.63 Mbbitt/s #RaspberryPi #speedtest NNNo.6766 #JAIST #so-net,2022/02/01 08:5:1 Ping: 35.097 ms Download: 48.84 Mbit/s Upload: 68.63 Mbit/s RaperryPi #speedtest N.676 #JAIST #so-net,2022/02/01 08:57:01 Ping: 35.097 ms Download: 48.84 mbit/s Upload: 68.63 MBIT/S RasPberRYPI #speedtest No.6766 #JAIST #so-net
68,1488300379783798792,"@is_teen_computer_hacker_a_curiosity

@Piedad16401918

-

@Piedad16401918-

 @Piedad16401918
 peace",@is_teen_computer_hacker_a_curiosity @Piedad16401918 @Piedad16401918- - @Piedad16401918 peace,"@is_teen_computer_hacker_a_curiosity

@Piedad16401918

-

@Piedad16401918-

-@Piedad16401918
`peace",@is_teen_computer_hacker_a_curiosity |$_7eEn_Comput{r_hACk{r_@_[ur|oslTy - @Piedad16401918- @Piedad16401918 peace,@is_teen_computer_hacker_a_curiosity is_teen_computer_hacker_a_curoiisty - @Piedad16401918- @ Piedad14609118-,@is_teen_computer_hacker_a_curiosity is_teen_computer_hacker_a_curi]o{sity - ]Pieda!d16401918 @Piedad16401918 Pie?dad164019/18-,@is_teen_computer_hacker_a_curiosity is_teen_computer_hacker_a_curriossity - @Piedad16401918- @@@ peace,@is_teen_computer_hacker_a_curiosity is_teen_computer_hacker_a_curosty - @Piedad16401918- @ peace,@is_teen_computer_hacker_a_curiosity IS_TEEN_COMpUTER_HACKER_A_CURIOSiTY - @Piedad16401918- @Piedad16401918 peace
69,1488300362516013059,"android paid apps

a color story 
after focus 
pictail 
vsco x
mojito 
vimage
picsart gold
faceapp 
facetune 
story lab
storyz
glitcho 
tezza 
unfold 
touch retouch 
vllo
graphionica 
lightroom
loopsie 
snapseed 
storyart
ibispaint

#paidapps",android paid apps a color story after focus pictail x vsco mojito vimage picsart gold faceapp facetune story lab storyz glitcho tezza unfold touch retouch vllo graphionica lightroom loopsie snapseed storyart ibispaint #paidapps,"android-paid`apps

a color story 
after focus,
pictail 
vsco`x
mojito 
vimage
picsart gold
faceapp`
facetune 
story lab
storyz
glitcho*
tezza-
unfold,
touch*retouch`
vllo
graphionica 
lightroom
loopsie`
snapseed 
storyart
ibispaint

#paidapps",android pa|d apps a color Story after F0CuS p|ct@I| v$<O x mojito vimage picsart gold faceapp facetune story !@8 570ryz g||7ChO tezza unfold touch retouch vllo graphionica lightroom !0Op$le snapseed storyart ibispaint #paidapps,android piad apps a color story after fcous pictail vsco x mojito vimage pcisart gold fcaeapp facetune story lab storyz glithco tezza unfold touch retouch vllo graphionica lightroom loopsie snapseed storyart iibpsanit #paidapps,android pai]{d apps a color ]st!ory after focus p?ictai/l !vs.co x mojito vimage picsart gold faceapp facetune story lab storyz glitcho tezza unfold touch r@etou=ch vllo graphionica lightroom loopsie snapseed storyart ibis~pai^nt #paidapps,android paiddd apps a color story after ffocuus pictail vsco x mojito vimage picssartt gold ffacceapp ffacetuune story lab storyz glitcho tezza unfold touch retouch vllo graphionica lightroom loopsie snapseed storyart ibispaint paaidaapps,android pad apps a color story after focus pctil vsco x mojito vimage picsart gld faceapp fctune stoy lab storyz glitcho teza unfold touch retouch vllo graphionica lightroom loopsie snapseed storyart ibispaint #paidapps,android PAID apps a colOr story after focus PICtaIl vsco X mojito vimage PIcsARt gold faceapp facetune story lab storyz glitcho tezza unfold touch retouch VLLo graphionica lightroom loopsie snapseed storyart ibispaint PaiDApPS
70,1488300344824188929,".@GoogleCloud’s Partner Power Play: 5 Things To Know 

.@CRN breaks down the No. 3 cloud computing player’s organizational and personnel moves to help fuel growth through partners. 

@gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners",.@GoogleCloud’s Partner Power Play: 5 Things To Know .@CRN breaks down the No. 3 cloud computing player’s and organizational personnel moves to help fuel growth through partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners,".@GoogleCloud’s-Partner`Power Play: 5 Things To,Know 

.@CRN`breaks down the`No. 3 cloud*computing-player’s,organizational*and`personnel moves`to help*fuel`growth through partners.-

@gcloudpartners.@tomgalizia #tech #technology`#technews #cloud #cloudcomputing.#channelpartners",.@GoogleCloud’s goo9IECIOud Power Play: 5 P0wer PI@y Know .@CRN breaks down the No. 3 cloud computing player’s organizational and personnel moves to help fuel growth pEr$0nne| partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners,.@GoogleCloud’s GoogelCluod Power Play: Partenr Things To 5 .@CRN breaks down @ No. 3 cloud computing No 3 and personnel moves ’ help organizaitonal growth through partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners,".@GoogleCloud’s GoogleC]{loud Power ]!s 5 P'""ower ]`Play Know .@CRN breaks down the No. 3 cloud computing player’s organizational and personnel moves to help o@rganizati=onal growth through partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud ~#@ #channelpartners",.@GoogleCloud’s GoogleCllloud Power Play: PParttner Things To Know .@CRN breaks down @@@ No. bbreakks cloud computing player’s organizational and ccomputiing moves to help fuel growth through partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners,.@GoogleCloud’s GoogleCld Power Play: Prter Things To Know .@CRN breaks down @ No. 3 cloud computing No organizational clod personnel moves to s fuel growth pesnnel partners. @gcloudpartners @tomgalizia #tech #technology #technews #cloud #cloudcomputing #channelpartners,.@GoogleCloud’s gooGlEcLOUD Power Play: pARtnEr Things play Know .@CRN breaks kNOW the No. 3 cloud computing player’s organizational and personnel moves to help oRGANIZATIoNAl growth through partners. @gcloudpartners @tomgalizia fUeL #technology #technews #cloud #cloudcomputing #channelpartners
71,1488300327870758912,"Just got an alert someone in Stockton Ca. was attempting to log on my Twitter account ...
@Twitter made me change my password...hope I'm not getting hacked!!",Just got an alert someone in Stockton Ca. was to attempting log on my Twitter account ... @Twitter made me change my password...hope I'm not getting hacked!!,"Just-got`an alert someone in Stockton,Ca. was`attempting to log`on my Twitter*account-...
@Twitter,made*me`change my`password...hope I'm*not`getting hacked!!",Just got an aIerT Som{One in Stockton Ca w@S attempting to log on my tw!Tter account ... @Twitter made me change my password...hope I'm not getting hacked!!,Just got an alret someone in Stockton Ca was attempting to log on my Twitter account ... Tiwtter made me chagne my password...hope I'm not getting hacked!!,"Just got an ale]{rt someone in ]Stock!ton Ca. 'w""as attemp.ti!ng to log on my Twitter account ... @Twitter made me change my password...hope I'm not getting hacked!!",Just got an alerrrt someone in Stockton CCaa was attempting to log on my Twitter account @@@ @Twitter mmadee me channgge my ppassworrd I'm not getting hacked!!,Just got an alrt someone in Stockton Ca. was attempting to log on my Twitter account ... @Twitter mde me change my psword hpe not getting hacked!!,Just got an aLERT someone in StocktOn Ca. was ATTEMPTinG to log on my Twitter account @ @Twitter made me change my password...hope I'm not getting hacked!!
72,1488300324926496772,"Pay professional academic tutors to assist you secure top grades:-
Anatomy
Maths
Chemistry
Physics
Biology
Assignment
✓Someone write
✓Homework
✓Sociology
✓Computer science
✓Essay help
✓Pay paper
✓History
✓Research paper

Kindly dm @EssaysTechnical",Pay professional academic tutors to assist you secure top Anatomy grades:- Maths Chemistry Physics Biology Assignment ✓Someone write ✓Homework ✓Sociology ✓Computer science ✓Essay help ✓Pay paper ✓History ✓Research paper Kindly dm @EssaysTechnical,"Pay-professional`academic tutors to assist you,secure top`grades:-
Anatomy
Maths
Chemistry
Physics
Biology
Assignment
✓Someone write
✓Homework
✓Sociology
✓Computer science
✓Essay`help
✓Pay paper
✓History
✓Research paper

Kindly*dm-@EssaysTechnical",Pay pro4esS|Ona| academic tu7Or5 to AS$i$7 you se[urE top grades:- Anatomy Maths Chemistry Physics Biology @5Sl9nmen7 ✓Someone write ✓Homework ✓Sociology ✓Computer science ✓Essay help ✓Pay paper ✓History ✓Research paper KindIy dm @EssaysTechnical,Pay professinaol academic tutors to asisst you secure top gdraes Anatomy Mtahs Cehmtisry Physics Biology Assignment ✓Someone write ✓Homework ✓Sociology ✓Computer science ✓Essay help ✓Pay paper ✓History ✓Research ppaer Kindly dm @EssaysTechnical,"Pay profess]{ional academic ]tu!tors to assist you s'""ecure to!.p grades:- Anatomy Maths Chemistry Physics Biology Assignment ✓Someone write ✓Homework ✓Sociology ✓Computer science ✓Essay he`(lp ✓Pay paper ✓His~tor^y ✓Research p^a,per Kindly dm @EssaysTechnical",Pay professiionall academic tutors to assist you ssecuree top grades:- Anatomy Maths Chemmistryy Physics Biology AAssignmentt ✓Someone write ✓Homework ✓✓Sociollogy ✓Computer science ✓Essay help ✓Pay paper ✓History ✓Research paper Kindly dm @EssaysTechnical,Pay professinl academic tutors to asit you secure top grades:- Anatomy Maths Chmisty Physics Boogy Asinment ✓Someone write ✓Homework ✓Sociology ✓Computer science ✓Essay help ✓Pay paper ✓History ✓Research paper Kindly dm @,Pay PRoFesSIONaL academic tutors to ASSiSt you securE top grades:- Anatomy mATHs Chemistry Physics Biology Assignment ✓Someone write ✓Homework ✓Sociology ✓Computer SCIEnCE ✓Essay help ✓pAY paper ✓hiStORy ✓Research paper Kindly dm @
